Number,Case,Min,Mean,Max
Execute,1,0.0,0.020385629207050424,0.2029697
Execute,2,0.0002138109,0.020193806063161873,0.1383311
Execute,3,0.0001493688,0.018362369978704423,0.08103516
Execute,4,0.0005927687,0.019836251127016882,0.05896237
Execute,5,0.0,0.015393713659176031,0.04357494
