Number,Case,Min,Mean,Max
10,31,0.1015694,0.15825836666666668,0.2960422
2,10,0.03165568,0.2937970985714286,0.6210206
2,11,0.04286475,0.08877465500000001,0.1223329
2,12,0.1871705,0.2832386,0.3776718
2,13,0.02536217,0.04470253666666666,0.05676621
2,14,0.03282219,0.07658225818181817,0.1284157
2,15,0.01941064,0.14503148181818182,0.3753189
2,16,0.008906988,0.03850100971428572,0.09718727
2,17,0.05976246,0.11901605800000001,0.2536755
2,18,0.08173521,0.1250260357142857,0.2150074
2,19,0.01828613,0.09734213857142858,0.1815866
2,20,0.1684516,0.3113950833333334,0.5348783
2,21,0.2707708,0.4549095666666667,0.6195885
2,22,0.0454893,0.88008512,1.567262
2,23,0.5174568,0.8669083500000001,1.224722
2,24,0.3613289,0.50884868,0.7290782
2,25,0.4737763,0.71593402,1.046232
2,26,0.4695338,0.4695338,0.4695338
2,27,0.7342575,1.0508024999999999,1.571892
2,28,0.4898893,0.7684745749999999,1.049339
2,29,0.6853631,0.6853631,0.6853631
2,30,0.4542041,0.6596012800000001,0.9368448
3,10,0.02840898,0.17859025823529412,0.4688443
3,11,0.1153632,0.46176464999999994,0.7439862
3,12,0.1453817,0.21752265,0.2896636
3,13,0.478011,0.5603449666666668,0.6481534
3,14,0.04212898,0.49524252125,0.9756023
3,15,0.02494403,0.415375098,0.8838191
3,16,0.1461789,0.214620125,0.3128662
3,17,0.01163129,0.6103990025,1.459775
3,18,0.2080003,0.4451789,0.5840609
3,19,0.05932509,0.4463076728571428,0.9348148
3,20,0.02596459,0.4894234149999999,1.054553
3,21,0.7635896,1.1283013,1.493013
3,22,0.8488263,1.3338614333333334,1.754223
3,23,0.02629135,0.5929476083333333,1.05268
3,24,1.392615,1.392615,1.392615
3,25,0.4930271,0.7627279499999999,1.156275
3,26,0.489387,0.731766,1.011871
3,27,0.5364397,0.70161025,0.8667808
3,28,0.4732634,0.7818930000000001,0.9824585
3,29,0.3518152,0.60299382,0.9037079
3,30,0.2971961,0.43378925714285715,0.644122
4,10,0.02155038,0.12655088375,0.3850845
4,11,0.009747988,0.1626131558666666,0.2917608
4,12,0.03291233,0.17214390285714284,0.2895066
4,13,0.02365971,0.18857299999999996,0.3761477
4,14,0.04012009,0.22455249111111109,0.4132426
4,15,0.07008502,0.319473472,0.5488433
4,16,0.04082536,0.32327682100000005,0.7510591
4,17,0.08501203,0.22931607571428578,0.3768941
4,18,0.08583414,0.31315951750000004,0.5109411
4,19,0.06914493,0.34595790428571427,0.7048165
4,20,0.07305077,0.323870027,0.6976627
4,21,0.07917343,0.1666030811764706,0.382344
4,22,0.04901966,0.22659607142857144,0.446958
4,23,0.1051366,0.21518477272727268,0.3411921
4,24,0.1398241,0.311173975,0.5105612
4,25,0.2188649,0.37368508,0.5075955
4,26,0.2901528,0.3200352,0.3662985
4,27,0.1509938,0.2909193142857143,0.452864
4,28,0.08794398,0.26013062800000003,0.5371708
4,29,0.2579405,0.5634738,0.9093842
4,30,0.2122874,0.30551462500000004,0.3798513
5,10,0.0009525748,0.05505395205,0.2869621
5,11,0.07030492,0.3578925628571429,0.6996602
5,12,0.008687722,0.1402099079130435,0.3750212
5,13,0.02415363,0.248135977,0.6630449
5,14,0.01876878,0.16212486680000002,0.6075333
5,15,0.01708246,0.15607666304347828,0.4533558
5,16,0.009893357,0.17648318188,0.4931929
5,17,0.03394529,0.4181284163157894,1.234304
5,18,0.03405361,0.1576743946153846,0.3393148
5,19,0.03902914,0.14778446125,0.4413114
5,20,0.04810676,0.300960249375,0.70763
5,21,0.01593684,0.1708718472222222,0.6293967
5,22,0.03789975,0.198648025,0.6495952
5,23,0.02160694,0.16580117428571425,0.4217531
5,24,0.02018032,0.078398083,0.1894932
5,25,0.01114191,0.1485367535,0.3421284
