Number,Case,Velocity
10,31,0.2070526
10,31,0.1015694
10,31,0.2030045
10,31,0.1037974
10,31,0.1821473
10,31,0.1077767
10,31,0.1070454
2,11,0.07653527
2,11,0.1133657
2,11,0.04286475
2,11,0.1223329
2,12,0.2603745
2,12,0.2530051
2,12,0.3776718
2,12,0.1871705
2,12,0.2725196
2,12,0.3486901
2,13,0.05197923
2,13,0.05676621
2,13,0.02536217
2,14,0.1011299
2,14,0.05806376
2,14,0.1059662
2,14,0.05236095
2,14,0.1195538
2,14,0.05834886
2,14,0.05846144
2,14,0.06451748
2,14,0.03282219
2,14,0.06276456
2,14,0.1284157
2,15,0.3753189
2,15,0.1517269
2,15,0.1502043
2,15,0.2159069
2,15,0.1076448
2,15,0.01941064
2,15,0.03118083
2,15,0.08435592
2,15,0.05722661
2,15,0.0541748
2,15,0.3481957
2,16,0.09718727
2,16,0.08412547
2,16,0.02364945
2,16,0.01268404
2,16,0.02099909
2,16,0.008906988
2,16,0.02195476
2,17,0.2536755
2,17,0.05976246
2,17,0.06239719
2,17,0.07399084
2,17,0.1452543
2,18,0.1693685
2,18,0.0863848
2,18,0.1101887
2,18,0.2150074
2,18,0.09797194
2,18,0.08173521
2,18,0.1145257
2,19,0.1749969
2,19,0.07508417
2,19,0.01828613
2,19,0.04838528
2,19,0.06932629
2,19,0.1815866
2,19,0.1137296
2,20,0.2716493
2,20,0.5348783
2,20,0.1684516
2,20,0.1716763
2,20,0.4935028
2,20,0.2282122
2,21,0.4743694
2,21,0.2707708
2,21,0.6195885
2,22,1.567262
2,22,0.7468104
2,22,0.7384679
2,22,1.302396
2,22,0.0454893
2,23,0.6946626
2,23,1.224722
2,23,0.5174568
2,23,1.030792
2,24,0.3622673
2,24,0.7210974
2,24,0.3613289
2,24,0.7290782
2,24,0.3704716
2,25,1.046232
2,25,0.5428982
2,25,0.5382414
2,25,0.9785222
2,25,0.4737763
2,26,0.4695338
2,27,0.7342575
2,27,0.846258
2,27,1.571892
2,28,0.9100477
2,28,0.4898893
2,28,1.049339
2,28,0.6246223
2,29,0.6853631
2,30,0.853174
2,30,0.4802822
2,30,0.4542041
2,30,0.9368448
2,30,0.5735013
2,10,0.4295292
2,10,0.6210206
2,10,0.220228
2,10,0.04552931
2,10,0.03165568
2,10,0.1804945
2,10,0.5281224
2,11,0.07653527
2,11,0.1133657
2,11,0.04286475
2,11,0.1223329
2,12,0.2603745
2,12,0.2530051
2,12,0.3776718
2,12,0.1871705
2,12,0.2725196
2,12,0.3486901
2,13,0.05197923
2,13,0.05676621
2,13,0.02536217
2,14,0.1011299
2,14,0.05806376
2,14,0.1059662
2,14,0.05236095
2,14,0.1195538
2,14,0.05834886
2,14,0.05846144
2,14,0.06451748
2,14,0.03282219
2,14,0.06276456
2,14,0.1284157
2,15,0.3753189
2,15,0.1517269
2,15,0.1502043
2,15,0.2159069
2,15,0.1076448
2,15,0.01941064
2,15,0.03118083
2,15,0.08435592
2,15,0.05722661
2,15,0.0541748
2,15,0.3481957
2,16,0.09718727
2,16,0.08412547
2,16,0.02364945
2,16,0.01268404
2,16,0.02099909
2,16,0.008906988
2,16,0.02195476
2,17,0.2536755
2,17,0.05976246
2,17,0.06239719
2,17,0.07399084
2,17,0.1452543
2,18,0.1693685
2,18,0.0863848
2,18,0.1101887
2,18,0.2150074
2,18,0.09797194
2,18,0.08173521
2,18,0.1145257
2,19,0.1749969
2,19,0.07508417
2,19,0.01828613
2,19,0.04838528
2,19,0.06932629
2,19,0.1815866
2,19,0.1137296
2,20,0.2716493
2,20,0.5348783
2,20,0.1684516
2,20,0.1716763
2,20,0.4935028
2,20,0.2282122
2,21,0.4743694
2,21,0.2707708
2,21,0.6195885
2,22,1.567262
2,22,0.7468104
2,22,0.7384679
2,22,1.302396
2,22,0.0454893
2,23,0.6946626
2,23,1.224722
2,23,0.5174568
2,23,1.030792
2,24,0.3622673
2,24,0.7210974
2,24,0.3613289
2,24,0.7290782
2,24,0.3704716
2,25,1.046232
2,25,0.5428982
2,25,0.5382414
2,25,0.9785222
2,25,0.4737763
2,26,0.4695338
2,27,0.7342575
2,27,0.846258
2,27,1.571892
2,28,0.9100477
2,28,0.4898893
2,28,1.049339
2,28,0.6246223
2,29,0.6853631
2,30,0.853174
2,30,0.4802822
2,30,0.4542041
2,30,0.9368448
2,30,0.5735013
3,11,0.4156024
3,11,0.7439862
3,11,0.3332677
3,11,0.1153632
3,11,0.6462004
3,11,0.516168
3,12,0.1453817
3,12,0.2896636
