Number,Case,Velocity
Execute,8,0.02628313
Execute,8,0.06171151
Execute,8,0.03625785
Execute,8,0.04552045
Execute,8,0.0151326
Execute,8,0.06962083
Execute,8,0.0547847
Execute,8,0.1483093
Execute,8,0.09211107
Execute,8,0.2597577
Execute,9,0.1350236
Execute,9,0.07918698
Execute,9,0.04638403
Execute,9,0.09471846
Execute,9,0.04853648
Execute,9,0.0562225
Execute,9,0.1495381
Execute,9,0.09049318
Execute,9,0.1875142
Execute,9,0.09655367
Execute,9,0.1553844
Execute,9,0.06139362
Execute,9,0.06296721
Execute,9,0.1095396
Execute,9,0.05602027
Execute,9,0.04010081
Execute,9,0.03794062
Execute,9,0.05892141
Execute,9,0.08835214
Execute,9,0.1606719
Execute,9,0.136758
Execute,9,0.1298939
Execute,9,0.2332427
Execute,10,0.1405023
Execute,10,0.06170811
Execute,10,0.1473408
Execute,10,0.05704312
Execute,10,0.06250144
Execute,10,0.1240951
Execute,10,0.06152291
Execute,10,0.12334
Execute,10,0.06323975
Execute,10,0.1058783
Execute,10,0.04367783
Execute,10,0.1108826
Execute,10,0.06549352
Execute,10,0.04459614
Execute,10,0.09195272
Execute,10,0.05018967
Execute,10,0.1053482
Execute,10,0.1964753
Execute,11,0.2263179
Execute,11,0.1120221
Execute,11,0.1890168
Execute,11,0.09612277
Execute,11,0.06615689
Execute,11,0.2271127
Execute,11,0.1619082
Execute,11,0.3403631
Execute,12,0.1369804
Execute,12,0.06995118
Execute,12,0.07956611
Execute,12,0.04031314
Execute,12,0.09295636
Execute,12,0.04714021
Execute,12,0.03028416
Execute,12,0.1223769
Execute,12,0.09249516
Execute,13,0.08036126
Execute,13,0.08017295
Execute,13,0.0935332
Execute,13,0.0499652
Execute,13,0.04286471
Execute,13,0.01122819
Execute,13,0.03294022
Execute,13,0.01744892
Execute,13,0.03394287
Execute,13,0.02345489
Execute,13,0.02116625
Execute,13,0.1348885
Execute,13,0.1126359
Execute,14,0.196871
Execute,14,0.09961013
Execute,14,0.1488819
Execute,14,0.05348339
Execute,14,0.07116271
Execute,14,0.02127105
Execute,14,0.01061815
Execute,14,0.02517426
Execute,14,0.01433246
Execute,14,0.03284475
Execute,14,0.01672591
Execute,14,0.03056864
Execute,14,0.01271122
Execute,14,0.02207969
Execute,14,0.02244263
Execute,14,0.0193824
Execute,15,0.1145747
Execute,15,0.0373069
Execute,15,0.06657908
Execute,15,0.02652542
Execute,15,0.06943376
Execute,15,0.05958936
Execute,15,0.08738175
Execute,15,0.02835088
Execute,15,0.09075133
Execute,15,0.01944
Execute,15,0.03018738
Execute,15,0.04779423
Execute,15,0.1251651
Execute,16,0.1163059
Execute,16,0.03258826
Execute,16,0.08046298
Execute,16,0.03863385
Execute,16,0.07475206
Execute,16,0.03854811
Execute,16,0.03938715
Execute,16,0.04069293
Execute,16,0.021965
Execute,16,0.03482132
Execute,16,0.01912209
Execute,16,0.03151586
Execute,16,0.01546851
Execute,16,0.0293159
Execute,16,0.03966713
Execute,16,0.04337281
Execute,17,0.1587965
Execute,17,0.07956117
Execute,17,0.08347534
Execute,17,0.03966381
Execute,17,0.06406382
Execute,17,0.06163471
Execute,17,0.05668235
Execute,17,0.1671425
Execute,17,0.1101814
Execute,18,0.05287885
Execute,18,0.1080967
Execute,18,0.05277563
Execute,18,0.11492
Execute,18,0.06019323
Execute,18,0.1437527
Execute,18,0.08346177
Execute,18,0.1156363
Execute,18,0.0424598
Execute,18,0.04445628
Execute,18,0.1236761
Execute,18,0.06265336
Execute,18,0.05726408
Execute,18,0.03519871
Execute,18,0.06786171
Execute,18,0.143552
Execute,18,0.1344046
Execute,19,0.2119866
Execute,19,0.09154683
Execute,19,0.2104297
Execute,19,0.1167953
Execute,19,0.1958824
Execute,19,0.07974931
Execute,19,0.0816595
Execute,19,0.1396373
Execute,19,0.02470809
Execute,19,0.05535354
Execute,19,0.03490631
Execute,19,0.07150234
Execute,19,0.02668423
Execute,19,0.04692974
Execute,19,0.1951318
Execute,19,0.1240461
Execute,20,0.2122117
Execute,20,0.1049289
Execute,20,0.1747992
Execute,20,0.08827219
Execute,20,0.04070831
Execute,20,0.09748725
Execute,20,0.0178697
Execute,20,0.1161344
Execute,20,0.05969731
Execute,20,0.1166094
Execute,20,0.05925854
Execute,20,0.03472613
Execute,20,0.06393579
Execute,20,0.04576009
Execute,21,0.5993759
Execute,21,0.5141398
Execute,21,0.4949098
Execute,22,0.7388266
Execute,22,0.4387997
Execute,22,0.7385381
Execute,22,0.3101179
Execute,22,0.4970332
Execute,22,0.2022725
Execute,22,0.2053505
Execute,23,0.2312591
Execute,23,0.1135327
Execute,23,0.3315884
Execute,23,0.341823
Execute,23,0.6419104
Execute,23,0.8007054
Execute,24,0.1027007
Execute,24,0.1052492
Execute,24,0.105973
Execute,25,0.3636564
Execute,25,0.2447787
Execute,25,0.2371673
Execute,25,0.6455903
Execute,26,0.1476451
Execute,27,0.1312768
Execute,27,0.129363
Execute,27,0.3066058
Execute,27,0.1466832
Execute,27,0.2145061
Execute,27,0.1036782
Execute,27,0.3266319
Execute,28,0.4760063
Execute,28,0.2324165
Execute,28,0.2295006
Execute,28,1.004531
Execute,29,0.3001696
Execute,29,0.1984245
Execute,29,0.3211
Execute,29,0.1288983
Execute,29,0.1956492
Execute,29,0.1003176
Execute,29,0.1016517
Execute,29,0.2956003
Execute,30,0.1971975
Execute,30,0.1982614
Execute,30,0.5989398
Execute,30,0.4028271
Execute,31,0.2960422
Execute,31,0.1158898
Execute,31,0.2070526
Execute,31,0.1015694
Execute,31,0.2030045
Execute,31,0.1037974
Execute,31,0.1821473
Execute,31,0.1077767
Execute,31,0.1070454
Execute,1,0.1040827
Execute,1,0.05961879
Execute,1,0.0730145
Execute,1,0.1595858
Execute,1,0.007771016
Execute,1,0.1529067
Execute,1,0.04373154
Execute,1,0.1050738
Execute,1,0.06097626
Execute,1,0.0608953
Execute,1,0.08760382
Execute,1,0.07589856
Execute,1,0.1898515
Execute,1,0.1172119
Execute,2,0.169912
Execute,2,0.1678389
Execute,2,0.260695
Execute,2,0.113146
Execute,2,0.1625666
Execute,2,0.003455171
Execute,2,0.1899846
Execute,2,0.01842812
Execute,2,0.1074666
Execute,2,0.06328864
Execute,2,0.03486688
Execute,2,0.05671184
Execute,2,0.139763
Execute,2,0.4077452
Execute,2,0.2617816
Execute,3,0.2197383
Execute,3,0.1466971
Execute,3,0.07880798
Execute,3,0.1053588
Execute,3,0.06934488
Execute,3,0.230205
Execute,3,0.136035
Execute,3,0.1285258
Execute,4,0.09499472
Execute,4,0.09737879
Execute,4,0.116951
Execute,4,0.02316704
Execute,4,0.1652201
Execute,4,0.07326292
Execute,4,0.1340548
Execute,4,0.2567893
Execute,5,0.06721281
Execute,5,0.1147367
Execute,5,0.04886226
Execute,5,0.09203351
Execute,5,0.04467139
Execute,5,0.08919138
Execute,6,0.2569557
Execute,6,0.3656234
Execute,6,0.06526396
Execute,6,0.148721
Execute,6,0.007751868
Execute,6,0.01367425
Execute,6,0.1554854
Execute,6,0.1140024
Execute,6,0.2074705
Execute,6,0.2172384
Execute,7,0.2153507
Execute,7,0.09398652
Execute,7,0.03035498
Execute,7,0.0612916
Execute,7,0.03192533
Execute,7,0.04822848
Execute,7,0.01962416
Execute,7,0.1118357
Execute,7,0.1185089
Execute,7,0.2243892
Execute,7,0.1148771
Execute,7,0.1108033
Execute,7,0.03060373
Execute,7,0.07649992
Execute,7,0.1363653
Execute,8,0.2392985
Execute,8,0.3997791
Execute,8,0.1640081
Execute,8,0.09798101
Execute,8,0.03757238
Execute,8,0.1461937
Execute,8,0.3294204
Execute,8,0.185375
Execute,9,0.2201365
Execute,9,0.113654
Execute,9,0.1937984
Execute,9,0.1473271
Execute,9,0.1407192
Execute,10,0.4295292
Execute,10,0.6210206
Execute,10,0.220228
Execute,10,0.04552931
Execute,10,0.03165568
Execute,10,0.1804945
Execute,10,0.5281224
Execute,11,0.07653527
Execute,11,0.1133657
Execute,11,0.04286475
Execute,11,0.1223329
Execute,12,0.2603745
Execute,12,0.2530051
Execute,12,0.3776718
Execute,12,0.1871705
Execute,12,0.2725196
Execute,12,0.3486901
Execute,13,0.05197923
Execute,13,0.05676621
Execute,13,0.02536217
Execute,14,0.1011299
Execute,14,0.05806376
Execute,14,0.1059662
Execute,14,0.05236095
Execute,14,0.1195538
Execute,14,0.05834886
Execute,14,0.05846144
Execute,14,0.06451748
Execute,14,0.03282219
Execute,14,0.06276456
Execute,14,0.1284157
Execute,15,0.3753189
Execute,15,0.1517269
Execute,15,0.1502043
Execute,15,0.2159069
Execute,15,0.1076448
Execute,15,0.01941064
Execute,15,0.03118083
Execute,15,0.08435592
Execute,15,0.05722661
Execute,15,0.0541748
Execute,15,0.3481957
Execute,16,0.09718727
Execute,16,0.08412547
Execute,16,0.02364945
Execute,16,0.01268404
Execute,16,0.02099909
Execute,16,0.008906988
Execute,16,0.02195476
Execute,17,0.2536755
Execute,17,0.05976246
Execute,17,0.06239719
Execute,17,0.07399084
Execute,17,0.1452543
Execute,18,0.1693685
Execute,18,0.0863848
Execute,18,0.1101887
Execute,18,0.2150074
Execute,18,0.09797194
Execute,18,0.08173521
Execute,18,0.1145257
Execute,19,0.1749969
Execute,19,0.07508417
Execute,19,0.01828613
Execute,19,0.04838528
Execute,19,0.06932629
Execute,19,0.1815866
Execute,19,0.1137296
Execute,20,0.2716493
Execute,20,0.5348783
Execute,20,0.1684516
Execute,20,0.1716763
Execute,20,0.4935028
Execute,20,0.2282122
Execute,21,0.4743694
Execute,21,0.2707708
Execute,21,0.6195885
Execute,22,1.567262
Execute,22,0.7468104
Execute,22,0.7384679
Execute,22,1.302396
Execute,22,0.0454893
Execute,23,0.6946626
Execute,23,1.224722
Execute,23,0.5174568
Execute,23,1.030792
Execute,24,0.3622673
Execute,24,0.7210974
Execute,24,0.3613289
Execute,24,0.7290782
Execute,24,0.3704716
Execute,25,1.046232
Execute,25,0.5428982
Execute,25,0.5382414
Execute,25,0.9785222
Execute,25,0.4737763
Execute,26,0.4695338
Execute,27,0.7342575
Execute,27,0.846258
Execute,27,1.571892
Execute,28,0.9100477
Execute,28,0.4898893
Execute,28,1.049339
Execute,28,0.6246223
Execute,29,0.6853631
Execute,30,0.853174
Execute,30,0.4802822
Execute,30,0.4542041
Execute,30,0.9368448
Execute,30,0.5735013
Execute,1,0.2928395
Execute,1,0.1765658
Execute,1,0.1739097
Execute,1,0.312182
Execute,1,0.05197021
