Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime
1,4.02,FastTapIn,0,0.1242555,-5.10183, ,0
1,4.04,FastTapIn,0.02,0.1228733,-0.06910712, ,0
1,4.06,FastTapIn,0.04,0.3375212,10.73239, ,0
1,4.08,FastTapIn,0.06,0.1123881,-11.25666, ,0
1,4.1,FastTapIn,0.08,0.117355,0.2483491, ,0
1,4.12,FastTapIn,0.09999999,0.2528705,6.775773, ,0
1,4.14,FastTapIn,0.12,0.134308,-5.928126, ,0
1,4.16,FastTapIn,0.14,0.1325115,-0.08982196, ,0
1,4.18,FastTapIn,0.16,0.2890639,7.82762, ,0
1,4.2,FastTapIn,0.18,0.141979,-7.354247, ,0
1,4.22,FastTapIn,0.2,0.2383872,4.820408, ,0
1,4.24,FastTapIn,0.22,0.05097565,-9.370575, ,0
1,4.26,FastTapIn,0.24,0.05389693,0.1460638, ,0
1,4.28,FastTapIn,0.26,0.06208477,0.4093921, ,0
1,4.3,FastTapIn,0.28,0.0216819,-2.020144, ,0
1,4.32,FastTapIn,0.3,0.06570642,2.201226, ,0
1,4.34,FastTapIn,0.32,0.04745263,-0.9126894, ,0
1,4.36,FastTapIn,0.34,0.1423568,4.745207, ,0
1,4.38,FastTapIn,0.36,0.0934882,-2.443428, ,0
1,4.4,FastTapIn,0.38,0.08809535,-0.2696425, ,0
1,4.42,FastTapIn,0.4,0.4179108,16.49077, ,0
1,4.44,FastTapIn,0.42,0.1940735,-11.19186, ,0
2,5.26,FastTapIn,0,0.07249374,-10.0833, ,0
2,5.28,FastTapIn,0.02,0.14738,3.744312, ,0
2,5.3,FastTapIn,0.04,0.079313,-3.403349, ,0
2,5.32,FastTapIn,0.06,0.1404942,3.059058, ,0
2,5.34,FastTapIn,0.08,0.06225166,-3.912125, ,0
2,5.36,FastTapIn,0.09999999,0.064381,0.1064673, ,0
2,5.38,FastTapIn,0.12,0.1292524,3.243568, ,0
2,5.4,FastTapIn,0.14,0.06217177,-3.35403, ,0
2,5.42,FastTapIn,0.16,0.0887569,1.329257, ,0
2,5.44,FastTapIn,0.18,0.03164682,-2.855504, ,0
2,5.46,FastTapIn,0.2,0.0512739,0.981354, ,0
2,5.48,FastTapIn,0.22,0.03469281,-0.8290542, ,0
2,5.5,FastTapIn,0.24,0.03024479,-0.2224012, ,0
2,5.52,FastTapIn,0.26,0.0593444,1.454981, ,0
2,5.54,FastTapIn,0.28,0.02996071,-1.469185, ,0
2,5.56,FastTapIn,0.3,0.1550086,6.252394, ,0
2,5.58,FastTapIn,0.32,0.1192207,-1.789392, ,0
3,6.48,FastTapIn,0,0.2537555,4.336176, ,0
3,6.5,FastTapIn,0.02,0.09242847,-8.066351, ,0
3,6.52,FastTapIn,0.04,0.1318418,1.970669, ,0
3,6.54,FastTapIn,0.06,0.04357255,-4.413465, ,0
3,6.56,FastTapIn,0.08,0.04797267,0.2200058, ,0
3,6.58,FastTapIn,0.09999999,0.03110786,-0.8432403, ,0
3,6.6,FastTapIn,0.12,0.02136101,-0.4873426, ,0
3,6.62,FastTapIn,0.14,0.06151284,2.007591, ,0
3,6.64,FastTapIn,0.16,0.02239742,-1.955771, ,0
3,6.66,FastTapIn,0.18,0.03938441,0.8493496, ,0
3,6.68,FastTapIn,0.2,0.04947906,0.5047329, ,0
3,6.7,FastTapIn,0.22,0.08809973,1.931033, ,0
3,6.72,FastTapIn,0.24,0.1367158,2.430803, ,0
3,6.74,FastTapIn,0.26,0.135249,-0.07333905, ,0
4,7.68,FastTapIn,0,0.1555414,3.385052, ,0
4,7.7,FastTapIn,0.02,0.06876902,-4.338618, ,0
4,7.72,FastTapIn,0.04,0.1452434,3.823717, ,0
4,7.74,FastTapIn,0.06,0.08217329,-3.153504, ,0
4,7.76,FastTapIn,0.08,0.142911,3.036887, ,0
4,7.78,FastTapIn,0.09999999,0.06485739,-3.902682, ,0
4,7.8,FastTapIn,0.12,0.06506022,0.01014173, ,0
4,7.82,FastTapIn,0.14,0.06419446,-0.04328825, ,0
4,7.84,FastTapIn,0.16,0.04464396,-0.9775249, ,0
4,7.86,FastTapIn,0.18,0.07999288,1.767446, ,0
4,7.88,FastTapIn,0.2,0.07134926,-0.4321806, ,0
5,8.78,FastTapIn,0,0.2902447,7.70514, ,0
5,8.8,FastTapIn,0.02,0.1269102,-8.166728, ,0
5,8.82,FastTapIn,0.04,0.2506723,6.188105, ,0
5,8.84,FastTapIn,0.06,0.04653569,-10.20683, ,0
5,8.86,FastTapIn,0.08,0.1020101,2.773721, ,0
5,8.88,FastTapIn,0.09999999,0.04103004,-3.049004, ,0
5,8.9,FastTapIn,0.12,0.04352401,0.1246983, ,0
5,8.92,FastTapIn,0.14,0.0711624,1.38192, ,0
5,8.94,FastTapIn,0.16,0.03117932,-1.999154, ,0
5,8.96,FastTapIn,0.18,0.04021272,0.4516701, ,0
5,8.98,FastTapIn,0.2,0.01324273,-1.3485, ,0
5,9,FastTapIn,0.22,0.02424883,0.550305, ,0
5,9.02,FastTapIn,0.24,0.01930417,-0.2472333, ,0
5,9.04,FastTapIn,0.26,0.08396376,3.23298, ,0
5,9.059999,FastTapIn,0.28,0.03898373,-2.249002, ,0
5,9.08,FastTapIn,0.3,0.1097483,3.538226, ,0
5,9.099999,FastTapIn,0.32,0.209037,4.964437, ,0
5,9.12,FastTapIn,0.34,0.4521298,12.15464, ,0
6,9.96,FastTapIn,0,0.2105136,4.415193, ,0
6,9.98,FastTapIn,0.02,0.08951019,-6.050169, ,0
6,10,FastTapIn,0.04,0.09245522,0.1472514, ,0
6,10.02,FastTapIn,0.06,0.1186266,1.308571, ,0
6,10.04,FastTapIn,0.08,0.07795051,-2.033806, ,0
6,10.06,FastTapIn,0.09999999,0.162869,4.245926, ,0
6,10.08,FastTapIn,0.12,0.03973219,-6.156843, ,0
6,10.1,FastTapIn,0.14,0.08655217,2.340999, ,0
6,10.12,FastTapIn,0.16,0.01823347,-3.415935, ,0
6,10.14,FastTapIn,0.18,0.01610079,-0.1066339, ,0
6,10.16,FastTapIn,0.2,0.05850818,2.12037, ,0
6,10.18,FastTapIn,0.22,0.05137099,-0.3568599, ,0
6,10.2,FastTapIn,0.24,0.1449244,4.677672, ,0
6,10.22,FastTapIn,0.26,0.1749923,1.503393, ,0
6,10.24,FastTapIn,0.28,0.2489778,3.699277, ,0
7,11.24,FastTapIn,0,0.4616581,13.36241, ,0
7,11.26,FastTapIn,0.02,0.2277406,-11.69588, ,0
7,11.28,FastTapIn,0.04,0.4904963,13.13778, ,0
7,11.3,FastTapIn,0.06,0.4969349,0.3219321, ,0
7,11.32,FastTapIn,0.08,0.2097312,-14.36018, ,0
7,11.34,FastTapIn,0.09999999,0.4177818,10.40253, ,0
7,11.36,FastTapIn,0.12,0.03390242,-19.19397, ,0
7,11.38,FastTapIn,0.14,0.02532671,-0.4287856, ,0
7,11.4,FastTapIn,0.16,0.02537878,0.002603326, ,0
7,11.42,FastTapIn,0.18,0.3111235,14.28724, ,0
7,11.44,FastTapIn,0.2,0.3522589,2.056767, ,0
7,11.46,FastTapIn,0.22,0.01353703,-16.93609, ,0
7,11.48,FastTapIn,0.24,0.394673,19.0568, ,0
7,11.5,FastTapIn,0.26,0.1942823,-10.01954, ,0
7,11.52,FastTapIn,0.28,0.1847333,-0.4774503, ,0
7,11.54,FastTapIn,0.3,0.4200601,11.76634, ,0
8,12.56,FastTapIn,0,0.1481622,-6.53778, ,0
8,12.58,FastTapIn,0.02,0.224272,3.805491, ,0
8,12.6,FastTapIn,0.04,0.1196772,-5.229739, ,0
8,12.62,FastTapIn,0.06,0.1432107,1.176676, ,0
8,12.64,FastTapIn,0.08,0.2896796,7.323444, ,0
8,12.66,FastTapIn,0.09999999,0.274646,-0.7516831, ,0
8,12.68,FastTapIn,0.12,0.1383895,-6.812821, ,0
8,12.7,FastTapIn,0.14,0.07162523,-3.338215, ,0
8,12.72,FastTapIn,0.16,0.1291633,2.876901, ,0
8,12.74,FastTapIn,0.18,0.05508291,-3.704017, ,0
8,12.76,FastTapIn,0.2,0.06504762,0.4982358, ,0
8,12.78,FastTapIn,0.22,0.01878036,-2.313363, ,0
