Number,Case,Min,Mean,Max
1,1,0.02247074,0.06320295125,0.1482541
1,2,0.004876362,0.08462050886956524,0.2683223
1,3,0.03405157,0.130143248,0.4319794
1,4,0.004067908,0.07613931272727273,0.2724123
1,5,0.0006664452,0.06788979470434783,0.1931851
1,6,0.008054322,0.07432232731034484,0.2681771
1,7,0.006393775,0.07169020921052631,0.1909685
1,8,0.01172625,0.0990228462962963,0.3250151
1,9,0.02066153,0.10052202454545454,0.2938789
1,10,0.01446889,0.06386988789473684,0.1810936
10,1,0.0216819,0.1344440642857143,0.3375212
10,2,0.02996071,0.07987572941176471,0.1550086
10,3,0.02136101,0.06931712461538461,0.1367158
10,4,0.04464396,0.08952148000000001,0.1555414
10,5,0.01324273,0.06673953333333334,0.209037
10,6,0.01610079,0.10608782733333334,0.2489778
10,7,0.01353703,0.26622618375,0.4969349
10,8,0.01193403,0.09292162612903225,0.2896796
10,9,0.03794062,0.10066772956521738,0.2332427
10,10,0.04367783,0.09198821166666667,0.1964753
2,1,0.007771016,0.09273015614285715,0.1898515
2,2,0.003455171,0.1438433434,0.4077452
2,3,0.06934488,0.1393391075,0.230205
2,4,0.02316704,0.12022733375,0.2567893
2,5,0.04467139,0.07611800833333332,0.1147367
2,6,0.007751868,0.15521868779999998,0.3656234
2,7,0.01962416,0.094976328,0.2243892
2,8,0.03757238,0.19995352375,0.3997791
2,9,0.113654,0.16312704,0.2201365
2,10,0.03165568,0.2937970985714286,0.6210206
3,1,0.01080756,0.098266685,0.312182
3,2,0.007475241,0.07969962768181818,0.2221588
3,3,0.0146996,0.0500978475,0.1315671
3,4,0.02867329,0.12417865294117647,0.3589012
3,5,0.02150509,0.14787476941176472,0.3849555
3,6,0.007579253,0.11690048183333333,0.3172615
3,7,0.01968103,0.08656569666666666,0.2490878
3,8,0.02559233,0.15042814999999998,0.4146095
3,9,0.04969017,0.14104761733333335,0.3422857
3,10,0.02840898,0.17859025823529412,0.4688443
4,1,0.05102437,0.19415059772727272,0.417093
4,2,0.009355327,0.061714845291666674,0.248183
4,3,0.005903128,0.05295573582608696,0.2068302
4,4,0.009657015,0.0828394534090909,0.2670068
4,5,0.009329582,0.08863204591666667,0.3669958
4,6,0.01922274,0.07484471148148149,0.1478982
4,7,0.01432456,0.11289923666666667,0.2973983
4,8,0.02453475,0.0815956545,0.1599557
4,9,0.01097442,0.0628664462962963,0.2421896
4,10,0.02155038,0.12655088375,0.3850845
5,1,0.006970723,0.03321449596428572,0.120279
5,2,0.002357878,0.031116679052631577,0.1171353
5,3,0.005009287,0.037582087484375,0.1396092
5,4,0.004950945,0.02572268840277778,0.1054146
5,5,0.002863383,0.030162020166666668,0.1498152
5,6,0.003732685,0.04583799952830187,0.2471874
5,7,0.003949195,0.042701749226415085,0.1960057
5,8,0.004129041,0.0693091339122807,0.3373514
5,9,0.003790759,0.028975350316666666,0.1427276
5,10,0.0009525748,0.05505395205,0.2869621
6,1,0.01337583,0.07235838931034481,0.2425346
6,2,0.007704187,0.07387467838461538,0.3095001
6,3,0.01164356,0.09631160433333334,0.4175812
6,4,0.008702677,0.09933010958064516,0.3896182
6,5,0.01212994,0.09977076222222223,0.2872182
6,6,0.008184894,0.060633115999999994,0.1945623
6,7,0.01046483,0.09939972967741934,0.3206077
6,8,0.00778793,0.08187063400000001,0.2967077
6,9,0.0106979,0.053853599666666675,0.1492511
6,10,0.01145367,0.0642745146875,0.2398971
7,1,0.002245436,0.049712404830508476,0.1394773
7,2,0.01128882,0.11783745033333332,0.4808083
7,3,0.03932129,0.1403933173076923,0.3682451
7,4,0.01018999,0.14335359545454546,0.4306431
7,5,0.02727802,0.152517414,0.5373675
7,6,0.01086288,0.2517784026923077,0.8238277
7,7,0.006440548,0.3202464665333334,0.6711919
7,8,0.01842741,0.17853041277777779,0.5009351
7,9,0.04006032,0.265869995,0.6054914
7,10,0.1160664,0.48243837692307695,1.00571
8,1,0.004826907,0.07579703729032258,0.2684701
8,2,0.005641536,0.10298675564516128,0.3010013
8,3,0.006255664,0.060241989609756096,0.2713485
8,4,0.004960679,0.06482775674193549,0.1801839
8,5,0.02292082,0.07756951054054055,0.23014
8,6,0.007386622,0.044945643588235294,0.1329265
8,7,0.009364704,0.05670098175757576,0.230133
8,8,0.007976755,0.06083110871428572,0.1949087
8,9,0.01161449,0.04714810309523809,0.1308217
8,10,0.007392963,0.04401436413333333,0.174929
9,1,0.007142586,0.05724656903333333,0.2027274
9,2,0.01550122,0.05178812689655172,0.1490265
9,3,0.005291629,0.065877950175,0.2304349
9,4,0.00580862,0.046236971,0.1590028
9,5,0.004411997,0.04896211,0.189079
9,6,0.001012238,0.03720800469230769,0.1247122
9,7,0.01045625,0.09933475369565217,0.4316812
9,8,0.009091108,0.03730561845,0.1162493
9,9,0.003859868,0.07982535438461537,0.3008693
9,10,0.006932764,0.07440884234210526,0.2623368
