Number,Case,Acceleration
4,2,-0.6509531
4,2,-2.546729
4,2,-1.82526
4,2,-1.907325
4,3,-11.73705
4,3,-0.7817455
4,3,-8.874294
4,3,-2.413098
4,3,-2.316616
4,3,-3.790719
4,3,-2.94935
4,3,-1.456454
4,3,-0.5903497
4,3,-1.189035
4,4,-22.67264
4,4,-11.59293
4,4,-6.947157
4,4,-2.653817
4,4,-0.8985261
4,4,-1.257355
4,4,-1.667665
4,4,-0.6269419
4,4,-1.292378
4,5,-14.32218
4,5,-17.92321
4,5,-12.22789
4,5,-1.732747
4,5,-4.579155
4,5,-2.557851
4,5,-0.8415169
4,5,-1.488327
4,5,-0.6442704
4,5,-9.591097
4,6,-33.52025
4,6,-36.19431
4,6,-12.04902
4,6,-3.356511
4,6,-1.971071
4,6,-1.323248
4,6,-2.131326
4,6,-2.606436
4,6,-2.923759
4,6,-3.670278
4,6,-2.79087
4,6,-2.136912
4,7,-17.65833
4,7,-7.86762
4,7,-5.044756
4,7,-2.029454
4,7,-0.8103455
4,7,-1.08311
4,7,-2.273296
4,7,-5.713402
4,7,-6.390753
4,8,-1.790971
4,8,-3.242048
4,8,-1.479236
4,8,-2.623328
4,8,-1.329064
4,8,-1.489456
4,8,-2.237374
4,8,-2.04512
4,8,-2.383848
4,8,-1.227941
4,8,-3.379026
4,9,-9.754363
4,9,-8.071954
4,9,-5.902262
4,9,-6.710427
4,9,-1.169211
4,9,-1.307474
4,9,-0.9977661
4,9,-1.844865
4,9,-1.888072
4,9,-0.6873912
4,9,-2.395252
4,9,-1.238102
4,9,-1.219611
4,10,-12.97113
4,10,-11.42198
4,10,-8.116831
4,10,-8.119156
4,10,-3.319043
4,10,-4.017723
4,10,-1.82269
4,10,-1.777522
4,10,-3.651473
4,10,-2.737009
4,10,-4.692771
5,1,-17.87975
5,1,-17.54615
5,1,-6.406299
5,1,-5.953066
5,1,-3.860931
5,1,-1.263386
5,1,-1.318481
5,1,-1.70361
5,1,-0.9726281
5,1,-0.9299669
5,1,-2.188995
5,1,-0.7432212
5,1,-0.7039564
5,1,-1.202139
5,1,-0.5979783
5,1,-0.6365916
5,1,-1.389865
5,1,-0.7239746
5,1,-4.200579
5,1,-2.137829
5,1,-10.92242
5,2,-10.97123
5,2,-3.507587
5,2,-7.6302
5,2,-8.115359
5,2,-7.693085
5,2,-4.917582
5,2,-2.665107
5,2,-1.026206
5,2,-2.800846
5,2,-2.288341
5,2,-0.5902073
5,2,-0.6908299
5,2,-1.192947
5,2,-0.6461563
5,2,-2.05328
5,2,-1.136612
5,2,-0.6017834
5,2,-0.996299
5,2,-0.6030819
5,2,-0.7268575
5,2,-0.7253397
5,2,-0.7268294
5,2,-0.6658599
5,2,-2.950543
5,2,-3.459739
5,2,-10.4318
5,3,-11.88428
5,3,-9.584977
5,3,-16.83425
5,3,-5.52635
5,3,-1.821177
5,3,-2.076716
5,3,-1.006759
5,3,-0.6346438
5,3,-1.053396
5,3,-1.681152
5,3,-1.862428
5,3,-1.719487
5,3,-0.5931875
5,3,-0.7204162
5,3,-0.9779834
5,3,-0.9977557
5,3,-1.076905
5,3,-0.7514868
5,3,-2.950588
5,3,-1.460612
5,3,-4.931067
5,3,-2.104455
5,3,-5.734817
5,3,-8.755778
5,4,-11.36996
5,4,-10.85489
5,4,-9.61113
5,4,-18.30076
5,4,-7.567294
5,4,-1.610367
5,4,-3.441858
5,4,-2.48412
5,4,-1.425724
5,4,-2.160845
5,4,-2.087613
5,4,-1.481978
5,4,-0.7097297
5,4,-0.6687338
5,4,-0.6285244
5,4,-0.6045765
5,4,-0.6602049
5,4,-0.9480708
5,4,-0.7077864
5,4,-1.158899
5,4,-1.036321
5,4,-0.7980492
5,4,-0.7373174
5,4,-2.273838
5,4,-14.84759
5,5,-9.562263
5,5,-11.50164
5,5,-10.468
5,5,-7.478488
5,5,-5.045856
