Number,Case,Velocity
5,6,0.04256872
5,6,0.03674082
5,6,0.1643809
5,6,0.07682765
5,7,0.1572568
5,7,0.1208766
5,7,0.1960057
5,7,0.08004808
5,7,0.1780436
5,7,0.09338591
5,7,0.09957533
5,7,0.1489445
5,7,0.0522775
5,7,0.0701041
5,7,0.03393105
5,7,0.02114375
5,7,0.02447074
5,7,0.0120408
5,7,0.01311989
5,7,0.01278072
5,7,0.0259628
5,7,0.01660597
5,7,0.02441103
5,7,0.01104135
5,7,0.01887096
5,7,0.01082862
5,7,0.03047164
5,7,0.08835854
5,7,0.024688
5,7,0.03139183
5,7,0.02001448
5,7,0.03911696
5,7,0.01801984
5,7,0.02327493
5,7,0.02735827
5,7,0.02106524
5,7,0.04624591
5,7,0.003949195
5,7,0.03604323
5,7,0.01858014
5,7,0.01574746
5,7,0.009289211
5,7,0.009584763
5,7,0.02036842
5,7,0.01104204
5,7,0.03010675
5,7,0.01448572
5,7,0.01832334
5,7,0.01890608
5,7,0.01860627
5,7,0.02671967
5,7,0.01204023
5,7,0.03001286
5,7,0.02957405
5,7,0.06924573
5,7,0.0413783
5,7,0.03745781
5,8,0.3373514
5,8,0.2539771
5,8,0.2571841
5,8,0.1609334
5,8,0.1618969
5,8,0.191676
5,8,0.3356063
5,8,0.07770542
5,8,0.1631559
5,8,0.03744181
5,8,0.04475433
5,8,0.02433587
5,8,0.02882767
5,8,0.03279445
5,8,0.01761258
5,8,0.03590791
5,8,0.01084362
5,8,0.02483317
5,8,0.0147521
5,8,0.01423765
5,8,0.04286302
5,8,0.004129041
5,8,0.02578499
5,8,0.01862619
5,8,0.03340725
5,8,0.01997491
5,8,0.04456627
5,8,0.009785343
5,8,0.009959227
5,8,0.02156973
5,8,0.01188411
5,8,0.03056597
5,8,0.0133878
5,8,0.02593172
5,8,0.01738591
5,8,0.01679163
5,8,0.02707271
5,8,0.01353501
5,8,0.03069016
5,8,0.007112912
5,8,0.01624438
5,8,0.01069893
5,8,0.0265647
5,8,0.02172294
5,8,0.02058407
5,8,0.03185581
5,8,0.01462658
5,8,0.03312232
5,8,0.01808234
5,8,0.04306693
5,8,0.02992012
5,8,0.02876394
5,8,0.09808157
5,8,0.07183892
5,8,0.2980496
5,8,0.2688567
5,8,0.2676892
5,9,0.1427276
5,9,0.06780212
5,9,0.04157298
