Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime
11,26.84,FastTapIn,0.0,0.2336207,-13.98871, ,0
11,26.86,FastTapIn,0.02,0.2329942,-0.03132522, ,0
11,26.88,FastTapIn,0.04,0.1889697,-2.201226, ,0
11,26.9,FastTapIn,0.06,0.1869506,-0.1009531, ,0
11,26.92,FastTapIn,0.08,0.1261909,-3.037988, ,0
11,26.94,FastTapIn,0.09999999,0.1270157,0.04124418, ,0
11,26.96,FastTapIn,0.12,0.3154063,9.419528, ,0
11,26.98,FastTapIn,0.14,0.4360537,6.032369, ,0
12,29.0,FastTapIn,0.0,0.2801639,-2.623502, ,0
12,29.02,FastTapIn,0.02,0.4882779,10.4057, ,0
12,29.04,FastTapIn,0.04,0.2127818,-13.7748, ,0
12,29.06,FastTapIn,0.06,0.3523712,6.979468, ,0
12,29.08,FastTapIn,0.08,0.3733515,1.049016, ,0
12,29.1,FastTapIn,0.09999999,0.2330946,-7.012846, ,0
12,29.12,FastTapIn,0.12,0.1316206,-5.0737, ,0
12,29.14,FastTapIn,0.14,0.11357,-0.902531, ,0
12,29.16,FastTapIn,0.16,0.2638087,7.511938, ,0
12,29.18,FastTapIn,0.18,0.1344982,-6.465525, ,0
12,29.2,FastTapIn,0.2,0.7918919,32.86968, ,0
12,29.22,FastTapIn,0.22,0.03028895,-38.08015, ,0
13,30.62,FastTapIn,0.0,0.3875648,10.30111, ,0
13,30.64,FastTapIn,0.02,0.2162976,-8.563364, ,0
13,30.66,FastTapIn,0.04,0.2495429,1.662266, ,0
13,30.68,FastTapIn,0.06,0.04638279,-10.158, ,0
13,30.7,FastTapIn,0.08,0.08085577,1.723649, ,0
13,30.72,FastTapIn,0.09999999,0.1382715,2.870785, ,0
13,30.74,FastTapIn,0.12,0.05873104,-3.977021, ,0
13,30.76,FastTapIn,0.14,0.08924332,1.525614, ,0
13,30.78,FastTapIn,0.16,0.05560847,-1.681742, ,0
13,30.8,FastTapIn,0.18,0.2236753,8.403343, ,0
13,30.82,FastTapIn,0.2,0.1040618,-5.980678, ,0
13,30.84,FastTapIn,0.22,0.5333662,21.46522, ,0
14,32.28,FastTapIn,0.0,0.2728473,-22.78609, ,0
14,32.3,FastTapIn,0.02,0.2818009,0.4476815, ,0
14,32.32,FastTapIn,0.04,0.5419701,13.00846, ,0
14,32.34,FastTapIn,0.06,0.2616606,-14.01547, ,0
14,32.36,FastTapIn,0.08,0.3844862,6.141277, ,0
14,32.38,FastTapIn,0.09999999,0.1410189,-12.17337, ,0
14,32.4,FastTapIn,0.12,0.2255291,4.22551, ,0
14,32.42,FastTapIn,0.14,0.1066441,-5.944248, ,0
14,32.44,FastTapIn,0.16,0.4315498,16.24528, ,0
14,32.46,FastTapIn,0.18,0.30088,-6.533487, ,0
14,32.48,FastTapIn,0.2,0.2863237,-0.7278174, ,0
14,32.5,FastTapIn,0.22,0.7127742,21.32253, ,0
15,33.98,FastTapIn,0.0,0.3034242,-15.75186, ,0
15,34.0,FastTapIn,0.02,0.5106502,10.3613, ,0
15,34.02,FastTapIn,0.04,0.1917999,-15.94251, ,0
15,34.04,FastTapIn,0.06,0.1906708,-0.05645752, ,0
15,34.06,FastTapIn,0.08,0.1351647,-2.775305, ,0
15,34.08,FastTapIn,0.09999999,0.06876986,-3.319741, ,0
15,34.1,FastTapIn,0.12,0.1518393,4.153471, ,0
15,34.12,FastTapIn,0.14,0.1340963,-0.8871503, ,0
15,34.14,FastTapIn,0.16,0.3861177,12.60107, ,0
15,34.16,FastTapIn,0.18,0.1940748,-9.602142, ,0
15,34.18,FastTapIn,0.2,0.1924811,-0.07968768, ,0
16,35.68,FastTapIn,0.0,0.5118419,-15.82551, ,0
16,35.7,FastTapIn,0.02,1.080681,28.44197, ,0
16,35.72,FastTapIn,0.04,0.503367,-28.86571, ,0
16,35.74,FastTapIn,0.06,0.1123924,-19.54873, ,0
16,35.76,FastTapIn,0.08,0.06309332,-2.464954, ,0
16,35.78,FastTapIn,0.09999999,0.09045939,1.368304, ,0
16,35.8,FastTapIn,0.12,0.3671589,13.83498, ,0
16,35.82,FastTapIn,0.14,0.1595914,-10.37838, ,0
16,35.84,FastTapIn,0.16,0.5130807,17.67447, ,0
16,35.86,FastTapIn,0.18,0.6421174,6.451833, ,0
17,37.26,FastTapIn,0.0,1.100975,38.19025, ,0
17,37.28,FastTapIn,0.02,0.3317734,-38.46009, ,0
17,37.3,FastTapIn,0.04,0.5644751,11.63509, ,0
17,37.32,FastTapIn,0.06,0.03469259,-26.48913, ,0
17,37.34,FastTapIn,0.08,0.109771,3.75392, ,0
17,37.36,FastTapIn,0.09999999,0.05853616,-2.561742, ,0
17,37.38,FastTapIn,0.12,0.07594363,0.8703735, ,0
17,37.4,FastTapIn,0.14,0.1891145,5.658541, ,0
17,37.42,FastTapIn,0.16,0.1291934,-2.996051, ,0
17,37.44,FastTapIn,0.18,0.3642253,11.7516, ,0
17,37.46,FastTapIn,0.2,0.2742166,-4.500438, ,0
18,39.0,FastTapIn,0.0,0.5160157,8.932553, ,0
18,39.02,FastTapIn,0.02,0.1846937,-16.5661, ,0
18,39.04,FastTapIn,0.04,0.1877505,0.1528397, ,0
18,39.06,FastTapIn,0.06,0.3032944,5.777193, ,0
18,39.08,FastTapIn,0.08,0.1179885,-9.265293, ,0
18,39.1,FastTapIn,0.09999999,0.08975083,-1.411885, ,0
18,39.12,FastTapIn,0.12,0.05347495,-1.813794, ,0
18,39.14,FastTapIn,0.14,0.1232814,3.490321, ,0
18,39.16,FastTapIn,0.16,0.2138903,4.530447, ,0
18,39.18,FastTapIn,0.18,0.6065513,19.63305, ,0
19,40.7,FastTapIn,0.0,0.6289701,17.88903, ,0
19,40.72,FastTapIn,0.02,0.3571948,-13.58877, ,0
19,40.74,FastTapIn,0.04,0.7542599,19.85326, ,0
19,40.76,FastTapIn,0.06,0.137912,-30.8174, ,0
19,40.78,FastTapIn,0.08,0.1390839,0.05859211, ,0
19,40.8,FastTapIn,0.09999999,0.1717282,1.632215, ,0
19,40.82,FastTapIn,0.12,0.1514179,-1.015513, ,0
19,40.84,FastTapIn,0.14,0.6319568,24.02695, ,0
19,40.86,FastTapIn,0.16,0.4798006,-7.607812, ,0
20,42.3,FastTapIn,0.0,0.7060602,19.36093, ,0
20,42.32,FastTapIn,0.02,0.358664,-17.36981, ,0
20,42.34,FastTapIn,0.04,0.3529673,-0.2848372, ,0
20,42.36,FastTapIn,0.06,0.5205888,8.381077, ,0
20,42.38,FastTapIn,0.08,0.1788301,-17.08794, ,0
20,42.4,FastTapIn,0.09999999,0.1538589,-1.248558, ,0
20,42.42,FastTapIn,0.12,0.05141035,-5.12243, ,0
20,42.44,FastTapIn,0.14,0.07986997,1.422981, ,0
20,42.46,FastTapIn,0.16,0.08705553,0.3592778, ,0
20,42.48,FastTapIn,0.18,0.5033675,20.8156, ,0
20,42.5,FastTapIn,0.2,0.1982921,-15.25377, ,0
20,42.52,FastTapIn,0.22,0.5132149,15.74614, ,0
21,46.48,FastTapIn,0.0,0.9687244,23.47717, ,0
21,46.5,FastTapIn,0.02,0.2921661,-33.82792, ,0
21,46.52,FastTapIn,0.04,0.4259426,6.688826, ,0
21,46.54,FastTapIn,0.06,0.1400324,-14.29551, ,0
21,46.56,FastTapIn,0.08,0.2006607,3.031413, ,0
21,46.58,FastTapIn,0.09999999,0.1092448,-4.570796, ,0
21,46.6,FastTapIn,0.12,0.03385485,-3.769495, ,0
21,46.62,FastTapIn,0.14,0.1723722,6.925867, ,0
21,46.64,FastTapIn,0.16,0.0964039,-3.798414, ,0
21,46.66,FastTapIn,0.18,0.3486673,12.61317, ,0
21,46.68,FastTapIn,0.2,0.1706112,-8.902804, ,0
22,49.08,FastTapIn,0.0,0.6307341,15.35914, ,0
22,49.1,FastTapIn,0.02,0.1933587,-21.86877, ,0
22,49.12,FastTapIn,0.04,0.1968729,0.17571, ,0
22,49.14,FastTapIn,0.06,0.3090733,5.61002, ,0
22,49.16,FastTapIn,0.08,0.1864433,-6.131498, ,0
22,49.18,FastTapIn,0.09999999,0.3690015,9.127907, ,0
22,49.2,FastTapIn,0.12,0.1710957,-9.895288, ,0
22,49.22,FastTapIn,0.14,0.3847071,10.68057, ,0
22,49.24,FastTapIn,0.16,0.2535196,-6.559378, ,0
22,49.26,FastTapIn,0.18,0.2787094,1.259489, ,0
23,51.08,FastTapIn,0.0,0.3293889,-17.61592, ,0
23,51.1,FastTapIn,0.02,0.2681933,-3.059781, ,0
23,51.12,FastTapIn,0.04,0.5180498,12.49282, ,0
23,51.14,FastTapIn,0.06,0.5036271,-0.7211328, ,0
23,51.16,FastTapIn,0.08,0.1662841,-16.86715, ,0
