Number,Case,Min,Mean,Max
Execute,1,-8.224562,-0.6303167855583973,-0.0001039356
Execute,2,-4.422684,-0.6153552419326308,-0.0002720393
Execute,3,-3.235305,-0.5772257809199699,-3.371388e-05
Execute,4,-2.457313,-0.6225783851831502,-0.001271442
Execute,5,-1.470739,-0.47502952427611944,-0.002061063
