Number,Case,Acceleration
4,7,-1.875733
4,7,-2.843578
4,7,-3.403421
4,7,-1.881825
4,7,-7.228237
4,7,-3.318168
4,7,-4.110195
4,7,-4.042074
4,7,-1.039693
4,7,-1.696499
4,7,-0.6642548
4,7,-2.365043
4,7,-1.395439
4,7,-0.8776443
4,7,-1.463707
4,7,-1.684672
4,7,-1.130512
4,7,-10.66767
4,8,-15.87108
4,8,-12.58881
4,8,-4.304312
4,8,-4.312024
4,8,-2.108178
4,8,-2.845623
4,8,-1.021881
4,8,-0.6764839
4,8,-1.267378
4,8,-1.031391
4,8,-0.6951128
4,8,-1.849356
4,8,-0.6000282
4,8,-1.480611
4,8,-3.507169
4,8,-2.417309
4,8,-1.02338
4,8,-2.312773
4,8,-12.30258
4,9,-15.08123
4,9,-14.70968
4,9,-23.91411
4,9,-18.02678
4,9,-2.373335
4,9,-0.8878246
4,9,-2.076649
4,9,-2.753459
4,9,-4.806994
4,9,-2.293245
4,9,-0.8571492
4,9,-7.367647
4,10,-18.67455
4,10,-17.68932
4,10,-13.24864
4,10,-5.270674
4,10,-1.180902
4,10,-3.101846
4,10,-1.630001
4,10,-3.60861
4,10,-2.380837
4,10,-0.7712284
4,10,-1.184815
4,10,-2.005035
4,10,-2.362633
4,10,-3.930622
4,10,-12.06603
