Number,Case,Acceleration
Execute,6,-0.5072621
Execute,6,-0.2637871
Execute,6,-1.661324
Execute,6,-0.1512196
Execute,7,-0.2016321
Execute,7,-0.07039756
Execute,7,-3.553417
Execute,7,-6.30706
Execute,7,-4.303232
Execute,7,-0.7658609
Execute,7,-1.413946
Execute,7,-0.4545882
Execute,7,-2.609083
Execute,7,-0.965731
Execute,7,-2.068517
Execute,7,-0.01234249
Execute,7,-1.86414
Execute,7,-0.679229
Execute,7,-0.1107577
Execute,7,-1.258932
Execute,7,-2.491709
Execute,8,-0.2151854
Execute,8,-4.213272
Execute,8,-1.797229
Execute,8,-1.820111
Execute,8,-0.7658173
Execute,8,-2.947049
Execute,8,-4.125888
Execute,8,-2.989139
Execute,8,-1.051074
Execute,8,-0.6823104
Execute,8,-0.1019049
Execute,8,-2.019449
Execute,8,-0.0417979
Execute,8,-0.3773401
Execute,8,-1.736389
Execute,8,-2.269334
Execute,8,-5.137288
Execute,8,-0.1108721
Execute,8,-2.975506
Execute,9,-1.213361
Execute,9,-2.671601
Execute,9,-1.717663
Execute,9,-2.232442
Execute,9,-0.9179077
Execute,9,-0.5776563
Execute,9,-0.913717
Execute,9,-1.282945
Execute,9,-0.4229155
Execute,9,-1.621002
Execute,9,-0.8320744
Execute,9,-0.1177289
Execute,9,-5.06471
Execute,10,-8.17638
Execute,10,-6.921913
Execute,10,-4.231996
Execute,10,-0.2208155
Execute,10,-3.10108
Execute,10,-1.375703
Execute,10,-0.05543442
Execute,10,-1.034897
Execute,10,-0.08022404
Execute,10,-0.6437646
Execute,10,-0.2022581
Execute,10,-2.721559
Execute,10,-0.9559659
Execute,10,-0.5076562
Execute,10,-0.2051504
Execute,10,-0.1180708
Execute,10,-0.9688109
Execute,1,-0.003109686
Execute,1,-2.119342
Execute,1,-2.764951
Execute,1,-2.993318
Execute,1,-0.06951187
Execute,1,-3.667074
Execute,1,-2.709997
Execute,1,-3.74599
Execute,1,-1.249356
Execute,1,-1.706456
Execute,1,-0.1247488
Execute,1,-2.54445
Execute,1,-0.7079765
Execute,1,-2.143368
Execute,1,-0.8492895
Execute,1,-0.005501509
Execute,1,-1.046843
Execute,1,-0.3691284
Execute,1,-0.1892189
Execute,1,-2.116993
Execute,1,-0.03566779
Execute,1,-0.7811027
Execute,1,-0.9615451
Execute,1,-0.7774149
Execute,1,-0.7739043
Execute,1,-0.3461996
Execute,1,-1.548135
Execute,1,-0.04523313
Execute,1,-0.8819997
Execute,1,-1.82924
